title,author,year,citation_count,open_access,date,abstract,_title_norm,_citations,_text,lda_topic,bertopic_topic,sim_peer_interaction,sim_interpersonal_communication,sim_social_connectedness,sim_human_ai_relationship,sim_social_behavior,social_max_similarity,social_mean_similarity
Students’ Perceptions Towards Usage of ChatGPT among University Students,Haslindar Ibrahim|Rudresh Pandey|Nureen Waheda binti Mohd Nazdir|Nureen Mirza binti Taharazwan|Riya Gupta|Nurazra Zafirah binti Suhaimi|Nurin Qasrina binti Nordin|Daisy Mui Hung Kee,2026,0,Open Access,2026-07-20,"This study aims to explore students' perceptions towards usage of ChatGPT in higher education, focusing on how different aspects of the tool influence their attitudes and engagement. The independent variable consists of seven aspects of ChatGPT, which are capabilities, regulations and ethical concerns, satisfaction and attitude, study issues and outcomes, skills development, labor market and skill mismatch, and emotions, while the dependent variable is the overall usage of ChatGPT among university students. A quantitative research method was adopted using an online survey distributed through Google Forms to collect data from university students. The findings indicate that most students hold positive perceptions towards ChatGPT, viewing it as a useful tool for enhancing learning efficiency, developing new skills, and supporting academic tasks. However, some concerns remain regarding ethical use and overreliance on AI-generated content. The study concludes that ChatGPT has significant potential to complement traditional learning methods, provided it is used responsibly. The findings offer valuable implications for educators and policymakers in integrating AI tools effectively into educational settings.",students perceptions towards usage of chatgpt among university students,0,"Students’ Perceptions Towards Usage of ChatGPT among University Students. This study aims to explore students' perceptions towards usage of ChatGPT in higher education, focusing on how different aspects of the tool influence their attitudes and engagement. The independent variable consists of seven aspects of ChatGPT, which are capabilities, regulations and ethical concerns, satisfaction and attitude, study issues and outcomes, skills development, labor market and skill mismatch, and emotions, while the dependent variable is the overall usage of ChatGPT among university students. A quantitative research method was adopted using an online survey distributed through Google Forms to collect data from university students. The findings indicate that most students hold positive perceptions towards ChatGPT, viewing it as a useful tool for enhancing learning efficiency, developing new skills, and supporting academic tasks. However, some concerns remain regarding ethical use and overreliance on AI-generated content. The study concludes that ChatGPT has significant potential to complement traditional learning methods, provided it is used responsibly. The findings offer valuable implications for educators and policymakers in integrating AI tools effectively into educational settings.",3,10,0.3559248,0.40903252,0.17700614,0.26151705,0.3365624,0.40903252,0.30800858
The mediating role of social influence in ChatGPT-assisted English learning performance: A sociocultural analysis in Indonesian higher education,Masda Surti Simatupang|Gunawan Tambunsaribu|Ramot Peter|Ronny Gunawan|Erni Murniarti,2026,0,Open Access,2026-02-12,"This study investigates the mediating role of social interaction in the relationship between sociocultural factors and English language learning performance using ChatGPT as an AI-integrated learning tool in Indonesian higher education. As the integration of generative AI like ChatGPT becomes increasingly relevant to global education, this research explores how sociocultural elements influence students’ performance through the lens of social influence. Employing a quantitative methodology, data were gathered from 220 undergraduate students across multiple universities in Jakarta through a structured online survey. Structural Equation Modeling (SEM) using LISREL 8.80 was applied to examine the relationships among constructs: sociocultural influences, social influence, and learning performance. Findings reveal a significant positive effect of ChatGPT-assisted learning on students' English proficiency, mediated by motivation (β = 0.41, p < 0.001). Social influence was found to significantly mediate the relationship between sociocultural factors and performance (indirect effect = 0.29, R² = 0.38), underscoring the importance of peer dynamics in technology-driven education. Theoretically, the study extends Vygotsky’s sociocultural learning framework and integrates the Technology Acceptance Model (TAM) and Cultural Intelligence Theory (CIT), emphasizing that cultural background and social interaction are key to the adoption and success of AI in education. Practically, the findings suggest educators and policymakers must consider social and cultural dimensions when designing curricula that integrate AI tools like ChatGPT. The research advocates for inclusive, socially engaging, and culturally sensitive digital learning environments to optimize AI adoption and enhance English language learning outcomes in multilingual contexts.",the mediating role of social influence in chatgpt assisted english learning performance a sociocultural analysis in indonesian higher education,0,"The mediating role of social influence in ChatGPT-assisted English learning performance: A sociocultural analysis in Indonesian higher education. This study investigates the mediating role of social interaction in the relationship between sociocultural factors and English language learning performance using ChatGPT as an AI-integrated learning tool in Indonesian higher education. As the integration of generative AI like ChatGPT becomes increasingly relevant to global education, this research explores how sociocultural elements influence students’ performance through the lens of social influence. Employing a quantitative methodology, data were gathered from 220 undergraduate students across multiple universities in Jakarta through a structured online survey. Structural Equation Modeling (SEM) using LISREL 8.80 was applied to examine the relationships among constructs: sociocultural influences, social influence, and learning performance. Findings reveal a significant positive effect of ChatGPT-assisted learning on students' English proficiency, mediated by motivation (β = 0.41, p < 0.001). Social influence was found to significantly mediate the relationship between sociocultural factors and performance (indirect effect = 0.29, R² = 0.38), underscoring the importance of peer dynamics in technology-driven education. Theoretically, the study extends Vygotsky’s sociocultural learning framework and integrates the Technology Acceptance Model (TAM) and Cultural Intelligence Theory (CIT), emphasizing that cultural background and social interaction are key to the adoption and success of AI in education. Practically, the findings suggest educators and policymakers must consider social and cultural dimensions when designing curricula that integrate AI tools like ChatGPT. The research advocates for inclusive, socially engaging, and culturally sensitive digital learning environments to optimize AI adoption and enhance English language learning outcomes in multilingual contexts.",2,3,0.35710293,0.38862386,0.32656544,0.27487898,0.40886286,0.40886286,0.35120684
Enhancing student engagement in online collaborative writing through a generative AI-based conversational agent,Wanqing Hu|Jirong Tian|Yanyan Li,2024,47,NOT Open Access,2024-11-17,,enhancing student engagement in online collaborative writing through a generative ai based conversational agent,47,Enhancing student engagement in online collaborative writing through a generative AI-based conversational agent.,10,0,0.40878958,0.36178774,0.17140529,0.3171599,0.27289164,0.40878958,0.30640683
The role of social influence in generative artificial intelligence ChatGPT adoption intentions among undergraduate and graduate students,Anna Korchak|Ghadah Al Murshidi|Aleksandra Getman|Noor Raouf|Marwa Arshe|Nawal Al Meheiri|Galina Shulgina|Jamie Costley,2025,26,Open Access,2025-04-29,"This study explores the role of social influence in the adoption strategies of generative artificial intelligence (GenAI) among graduate and undergraduate students. Using the Unified Theory of the Acceptance and Use of Technology (UTAUT) and its key behaviour intention determinant, social influence, the relationship between GenAI popularity among peers and its use intention was examined. Survey data (271 UAE university students) revealed a significant relationship between social influence and GenAI use intention, with undergraduate students being more affected by peers than graduates. This difference may be explained by higher autonomy, level of independence, and less cohesive peer networks among graduate students. The increased GenAI popularity among undergraduate students can also be attributed to some degree to the non-voluntary nature of their environment and a stronger peer influence. The study contributes to UTAUT advancement by extending the social influence construct to voluntary and non-voluntary GenAI use settings.",the role of social influence in generative artificial intelligence chatgpt adoption intentions among undergraduate and graduate students,26,"The role of social influence in generative artificial intelligence ChatGPT adoption intentions among undergraduate and graduate students. This study explores the role of social influence in the adoption strategies of generative artificial intelligence (GenAI) among graduate and undergraduate students. Using the Unified Theory of the Acceptance and Use of Technology (UTAUT) and its key behaviour intention determinant, social influence, the relationship between GenAI popularity among peers and its use intention was examined. Survey data (271 UAE university students) revealed a significant relationship between social influence and GenAI use intention, with undergraduate students being more affected by peers than graduates. This difference may be explained by higher autonomy, level of independence, and less cohesive peer networks among graduate students. The increased GenAI popularity among undergraduate students can also be attributed to some degree to the non-voluntary nature of their environment and a stronger peer influence. The study contributes to UTAUT advancement by extending the social influence construct to voluntary and non-voluntary GenAI use settings.",2,5,0.33825576,0.32188928,0.34373266,0.3753137,0.40872765,0.40872765,0.35758382
An Investigation of Writing Using ChatGPT Through McClelland’s Theory,Nur Huslinda Che Mat|Nur Maizura Lin|Suzana Hamzah|Laila Ulsi Qodriani|Noor Hanim Rahmat|Vivemarylne F. Mudin|Abdul Aziz,2026,0,Open Access,2026-01-01,"In the digital age, artificial intelligence tools such as ChatGPT are increasingly used to support writing practices. Grounded in David McClelland‘s Theory of Needs (1965), this study explores writing strategies used by university students as well as their motivational needs to use ChatGPT. The study is based on the notion that by understanding what motivates students to write can inform teaching practice as well as how academic institutions currently expect students to use AI tools. This study employed a quantitative survey approach involving 150 undergraduate students from a public university in Malaysia. The instrument consisted of a five-point Likert-scale questionnaire containing 43 items adapted from established studies on writing strategies and ChatGPT usage. The adapted instrument demonstrated satisfactory validity and strong internal consistency, with Cronbach’s alpha values ranging from .804 to .940. Findings reveal statistically significant differences in the needs of writers by gender (p = 0.005) but not by discipline (p = 0.085). This indicated that all three motivational needs were positively met by the students, showing moderate high levels of engagement. The Need for Achievement had strong positive correlations with Need for Power (r =. 602, p <. in the Present, Need for Autonomy (r = 01) and Affiliation (r =. 568, p <. 01). These results imply that achievement-oriented students are also more likely to self-regulate their effort and socialise with writing behaviour of others, which indicates an inter-related motivational profile. This study has large implications for writing teachers, and curriculum developers, suggesting that the interplay between motivational needs and AI tool usage should be considered when designing writing instruction.",an investigation of writing using chatgpt through mcclelland s theory,0,"An Investigation of Writing Using ChatGPT Through McClelland’s Theory. In the digital age, artificial intelligence tools such as ChatGPT are increasingly used to support writing practices. Grounded in David McClelland‘s Theory of Needs (1965), this study explores writing strategies used by university students as well as their motivational needs to use ChatGPT. The study is based on the notion that by understanding what motivates students to write can inform teaching practice as well as how academic institutions currently expect students to use AI tools. This study employed a quantitative survey approach involving 150 undergraduate students from a public university in Malaysia. The instrument consisted of a five-point Likert-scale questionnaire containing 43 items adapted from established studies on writing strategies and ChatGPT usage. The adapted instrument demonstrated satisfactory validity and strong internal consistency, with Cronbach’s alpha values ranging from .804 to .940. Findings reveal statistically significant differences in the needs of writers by gender (p = 0.005) but not by discipline (p = 0.085). This indicated that all three motivational needs were positively met by the students, showing moderate high levels of engagement. The Need for Achievement had strong positive correlations with Need for Power (r =. 602, p <. in the Present, Need for Autonomy (r = 01) and Affiliation (r =. 568, p <. 01). These results imply that achievement-oriented students are also more likely to self-regulate their effort and socialise with writing behaviour of others, which indicates an inter-related motivational profile. This study has large implications for writing teachers, and curriculum developers, suggesting that the interplay between motivational needs and AI tool usage should be considered when designing writing instruction.",5,0,0.24038495,0.40842146,0.27049923,0.22385691,0.30581594,0.40842146,0.2897957
Responsible practices and ethical behaviors in the use of artificial intelligence among university students,Kathiusca Echeverria-Caicedo|Jesús Alejandro Vázquez-Meza|Lidia Janeth Llacsa-Puma|María Alexandra Gutiérrez-Izquierdo|Lucio Guadalupe Quirino-Rodríguez|Raúl Alberto Rengifo-Lozano|Charito Norma Chipana Peceros|Ángel Ramón Sabando García|Jenniffer Sobeida Moreira-Choez,2026,3,Open Access,2026-01-06,"Background The growing incorporation of artificial intelligence (AI) in higher education presents significant ethical challenges, particularly regarding the critical and responsible use of these technologies by students. In this context, the present study aimed to analyze responsible practices and ethical behaviors in the use of AI among students at the State University of Milagro. Methods A quantitative, explanatory-level approach was applied, employing a non-experimental and cross-sectional design, with a validated questionnaire administered to 716 participants from various academic programs. The analysis was conducted through structural equation modeling to explore the influence of affective, behavioral, and cognitive learning dimensions on the ethical dimension. Results The affective and cognitive dimensions exert a significant and positive impact on the development of learning ethics, while the behavioral component did not show statistically relevant effects. Additionally, the study evidenced high reliability and validity of the instrument, as well as a medium level of AI appropriation among students, with predominant use of tools such as ChatGPT. Conclusions Ethical training cannot be dissociated from emotional attitudes and technical knowledge about AI. The study acknowledges as limitations the non-probabilistic nature of the sample and the cross-sectional design.",responsible practices and ethical behaviors in the use of artificial intelligence among university students,3,"Responsible practices and ethical behaviors in the use of artificial intelligence among university students. Background The growing incorporation of artificial intelligence (AI) in higher education presents significant ethical challenges, particularly regarding the critical and responsible use of these technologies by students. In this context, the present study aimed to analyze responsible practices and ethical behaviors in the use of AI among students at the State University of Milagro. Methods A quantitative, explanatory-level approach was applied, employing a non-experimental and cross-sectional design, with a validated questionnaire administered to 716 participants from various academic programs. The analysis was conducted through structural equation modeling to explore the influence of affective, behavioral, and cognitive learning dimensions on the ethical dimension. Results The affective and cognitive dimensions exert a significant and positive impact on the development of learning ethics, while the behavioral component did not show statistically relevant effects. Additionally, the study evidenced high reliability and validity of the instrument, as well as a medium level of AI appropriation among students, with predominant use of tools such as ChatGPT. Conclusions Ethical training cannot be dissociated from emotional attitudes and technical knowledge about AI. The study acknowledges as limitations the non-probabilistic nature of the sample and the cross-sectional design.",5,9,0.21146822,0.36118114,0.11525386,0.30143327,0.40829152,0.40829152,0.2795256
The Effectiveness of AI Applications in enhancing Listening and Speaking Skills among Pakistani Undergraduate ESL Learners,Zaheer Ahmed Bango|Shahid Nawaz,2026,0,Open Access,2026-03-30,"This study investigates the impact of AI applications on the listening and speaking skills of Pakistani undergraduate ESL learners. Traditional teaching approaches often limit students’ communicative competence, while AI-based platforms such as ChatGPT, Duolingo Bots, and Replika provide interactive, personalized practice that enhances oral proficiency. Using a quantitative research design, 100 undergraduate learners from Sindh were divided into an experimental group (n = 50), which used AI applications, and a control group (n = 50), which followed conventional instruction. Pre-test and post-test measured listening and speaking performance, and data were analyzed using SPSS (version 26). The results revealed significant improvements in the experimental group (t = 9.12, p = 0.001), with a mean gain of 4.64 points compared to 1.58 points in the control group. Participants also expressed positive attitudes toward AI-assisted learning. These findings indicate that AI integration can effectively enhance listening, speaking, and overall communicative competence in undergraduate ESL classrooms in Pakistan.",the effectiveness of ai applications in enhancing listening and speaking skills among pakistani undergraduate esl learners,0,"The Effectiveness of AI Applications in enhancing Listening and Speaking Skills among Pakistani Undergraduate ESL Learners. This study investigates the impact of AI applications on the listening and speaking skills of Pakistani undergraduate ESL learners. Traditional teaching approaches often limit students’ communicative competence, while AI-based platforms such as ChatGPT, Duolingo Bots, and Replika provide interactive, personalized practice that enhances oral proficiency. Using a quantitative research design, 100 undergraduate learners from Sindh were divided into an experimental group (n = 50), which used AI applications, and a control group (n = 50), which followed conventional instruction. Pre-test and post-test measured listening and speaking performance, and data were analyzed using SPSS (version 26). The results revealed significant improvements in the experimental group (t = 9.12, p = 0.001), with a mean gain of 4.64 points compared to 1.58 points in the control group. Participants also expressed positive attitudes toward AI-assisted learning. These findings indicate that AI integration can effectively enhance listening, speaking, and overall communicative competence in undergraduate ESL classrooms in Pakistan.",7,2,0.30058452,0.40825337,0.10027568,0.2680016,0.2121571,0.40825337,0.25785446
Exploring the Impact of ChatGPT Usage on University Students’ Digital Literacy and Learning Transfer Before and After Course Participation,김종숙|Heeran Kim,2025,0,Open Access,2025-02-28,"본 연구는 생성형 AI 기반 교과목 수업 참여 전・후 대학생의 디지털 리터러시 역량과 학습전이 효과의 변화를 분석하고, 챗GPT 활용 실태를 조사하였다. 경상남도 소재 I대학교의 교양 교과목 ‘챗GPT 이해와 활용’을 수강한 52명을 대상으로 단일집단 사전-사후 설계를 적용하여 실증분석을 수행하였다. 분석 결과, AI 기술 활용 능력(p<.001), 디지털 콘텐츠 제작 능력(p<.001), 비판적 사고력(p=.008) 모두에서 통계적으로 유의미한 향상이 나타났으며, 학습전이 수준 또한 유의미한 변화(p=.037)를 보인 것으로 확인되었다. 특히 고학년, 이공계열 남학생에서 변화 폭이 상대적으로 더 컸다. 또한 수업 이후 챗GPT 활용 목적이 검색 중심에서 ‘과제’와 ‘학습 도우미’ 등으로 확대되었다. 본 연구는 대학 수업에서 생성형 AI 도입의 교육 효과를 실증적으로 검증하였으며, 향후 AI 리터러시 교육 설계를 위한 기초자료를 제공하였다.",exploring the impact of chatgpt usage on university students digital literacy and learning transfer before and after course participation,0,"Exploring the Impact of ChatGPT Usage on University Students’ Digital Literacy and Learning Transfer Before and After Course Participation. 본 연구는 생성형 AI 기반 교과목 수업 참여 전・후 대학생의 디지털 리터러시 역량과 학습전이 효과의 변화를 분석하고, 챗GPT 활용 실태를 조사하였다. 경상남도 소재 I대학교의 교양 교과목 ‘챗GPT 이해와 활용’을 수강한 52명을 대상으로 단일집단 사전-사후 설계를 적용하여 실증분석을 수행하였다. 분석 결과, AI 기술 활용 능력(p<.001), 디지털 콘텐츠 제작 능력(p<.001), 비판적 사고력(p=.008) 모두에서 통계적으로 유의미한 향상이 나타났으며, 학습전이 수준 또한 유의미한 변화(p=.037)를 보인 것으로 확인되었다. 특히 고학년, 이공계열 남학생에서 변화 폭이 상대적으로 더 컸다. 또한 수업 이후 챗GPT 활용 목적이 검색 중심에서 ‘과제’와 ‘학습 도우미’ 등으로 확대되었다. 본 연구는 대학 수업에서 생성형 AI 도입의 교육 효과를 실증적으로 검증하였으며, 향후 AI 리터러시 교육 설계를 위한 기초자료를 제공하였다.",5,8,0.2974611,0.4079262,0.17999801,0.16525745,0.28882217,0.4079262,0.267893
Determinants of ChatGPT Adoption in Higher Education: An Empirical Study on Public and Private University Students in Bangladesh,Md Golam Kibria|Khadija Khanom|Jakia Sultana|Farjana Parvin Chowdhury,2026,1,NOT Open Access,2026-05-08,,determinants of chatgpt adoption in higher education an empirical study on public and private university students in bangladesh,1,Determinants of ChatGPT Adoption in Higher Education: An Empirical Study on Public and Private University Students in Bangladesh.,2,8,0.32167292,0.40778553,0.26230007,0.09545629,0.32344764,0.40778553,0.28213248
ChatGPT effects on cognitive skills of undergraduate students: Receiving instant responses from AI-based conversational large language models (LLMs),Harry Barton Essel|Dimitrios Vlachopoulos|Akosua Aya Essuman|John Opuni Amankwa,2023,279,Open Access,2023-12-23,"This study investigated the impact of using ChatGPT, a state-of-the-art generative AI-based model, on the critical, creative, and reflective thinking skills of university students in Ghana. The study utilized a mixed-methods research approach, incorporating quantitative and qualitative data collection instruments, and an experimental procedure with a pretest-posttest control group. The study ultimately enlisted a sample of 125 students randomly allocated to either the experiment group (60 students) or the control group (65 students). The research was conducted in the context of a Research Methodology course, which had adopted the flipped classroom approach. The students in the experiment group engaged with ChatGPT for in-class tasks, while those in the control group used traditional databases and search engines for similar tasks. Data were collected using the Critical Thinking Scale, Creative Thinking Scale, Reflective Thinking Scale, and a student interview guide (semi-structured). The study's findings illustrated that incorporating ChatGPT influenced the students' critical, reflective, and creative thinking skills and their dimensions discernibly. As a result, the study provides suggestions for academics, instructional designers, and researchers working in educational technology.",chatgpt effects on cognitive skills of undergraduate students receiving instant responses from ai based conversational large language models llms,279,"ChatGPT effects on cognitive skills of undergraduate students: Receiving instant responses from AI-based conversational large language models (LLMs). This study investigated the impact of using ChatGPT, a state-of-the-art generative AI-based model, on the critical, creative, and reflective thinking skills of university students in Ghana. The study utilized a mixed-methods research approach, incorporating quantitative and qualitative data collection instruments, and an experimental procedure with a pretest-posttest control group. The study ultimately enlisted a sample of 125 students randomly allocated to either the experiment group (60 students) or the control group (65 students). The research was conducted in the context of a Research Methodology course, which had adopted the flipped classroom approach. The students in the experiment group engaged with ChatGPT for in-class tasks, while those in the control group used traditional databases and search engines for similar tasks. Data were collected using the Critical Thinking Scale, Creative Thinking Scale, Reflective Thinking Scale, and a student interview guide (semi-structured). The study's findings illustrated that incorporating ChatGPT influenced the students' critical, reflective, and creative thinking skills and their dimensions discernibly. As a result, the study provides suggestions for academics, instructional designers, and researchers working in educational technology.",9,-1,0.32359496,0.40718645,0.16449131,0.17601848,0.2700747,0.40718645,0.26827317
Promoting student engagement with GPTutor: An intelligent tutoring system powered by generative AI,Haoran Bai|Wing Cheung Lui|Paul Vinod Khiatani,2025,7,Open Access,2025-12-19,"Abstract Intelligent Tutoring Systems (ITS) are computer systems that mimic human tutoring behavior while providing immediate feedback. With the rise of Generative Artificial Intelligence (GenAI), numerous ITS integrated with GenAI have been developed. Student engagement is critical for improving learning processes and outcomes. Therefore, it is important to examine the effectiveness of ITS integrated with GenAI in promoting student engagement in educational practice. This paper presents an explanatory mixed-method case study involving 880 undergraduate students who used GPTutor, an ITS powered by GenAI. First, a survey research was conducted to investigate the relationship between students’ actual interaction with GPTutor and their self-reported student engagement from three dimensions: Behavioral Engagement, Cognitive Engagement, and Emotional Engagement. Next, focus groups were conducted with a subsample of survey participants to better understand how and under what circumstances GPTutor improved student engagement. The focus groups also explored potential design improvements for GPTutor and other ITS powered by GenAI. The results of the survey research revealed a complex relationship between feature usage and student engagement. Specifically, engagement with the chatbot is significantly and positively associated with behavioral and emotional engagement, but not cognitive engagement. The exercise generator feature had no significant associations with any of the three dimensions of student engagement. The results of the focus groups shed some light on these relationships, revealing how GPTutor was used only when it was perceived as useful, and this perceived usefulness was shaped by the students’ perception of the difficulty of the course and whether their support system could adequately address questions they may have. Its usefulness was found to increase as the course progressed, particularly as examinations approached. As the examinations approached, it was increasingly clear that the exercise generator was preferred over the chatbot. The participants also made this clear by expressing how GPTutor could be improved, notably by increasing the capabilities of the chatbot to include multimodal media, like video recordings of lectures. In general, leveraging survey data, interview data, and back-end trace data from GenAI, this research makes an original contribution to AI-supported effective learning environments and design strategies to optimize the educational experiences of higher education students.",promoting student engagement with gptutor an intelligent tutoring system powered by generative ai,7,"Promoting student engagement with GPTutor: An intelligent tutoring system powered by generative AI. Abstract Intelligent Tutoring Systems (ITS) are computer systems that mimic human tutoring behavior while providing immediate feedback. With the rise of Generative Artificial Intelligence (GenAI), numerous ITS integrated with GenAI have been developed. Student engagement is critical for improving learning processes and outcomes. Therefore, it is important to examine the effectiveness of ITS integrated with GenAI in promoting student engagement in educational practice. This paper presents an explanatory mixed-method case study involving 880 undergraduate students who used GPTutor, an ITS powered by GenAI. First, a survey research was conducted to investigate the relationship between students’ actual interaction with GPTutor and their self-reported student engagement from three dimensions: Behavioral Engagement, Cognitive Engagement, and Emotional Engagement. Next, focus groups were conducted with a subsample of survey participants to better understand how and under what circumstances GPTutor improved student engagement. The focus groups also explored potential design improvements for GPTutor and other ITS powered by GenAI. The results of the survey research revealed a complex relationship between feature usage and student engagement. Specifically, engagement with the chatbot is significantly and positively associated with behavioral and emotional engagement, but not cognitive engagement. The exercise generator feature had no significant associations with any of the three dimensions of student engagement. The results of the focus groups shed some light on these relationships, revealing how GPTutor was used only when it was perceived as useful, and this perceived usefulness was shaped by the students’ perception of the difficulty of the course and whether their support system could adequately address questions they may have. Its usefulness was found to increase as the course progressed, particularly as examinations approached. As the examinations approached, it was increasingly clear that the exercise generator was preferred over the chatbot. The participants also made this clear by expressing how GPTutor could be improved, notably by increasing the capabilities of the chatbot to include multimodal media, like video recordings of lectures. In general, leveraging survey data, interview data, and back-end trace data from GenAI, this research makes an original contribution to AI-supported effective learning environments and design strategies to optimize the educational experiences of higher education students.",10,-1,0.40708768,0.29679126,0.13342951,0.3095428,0.2807415,0.40708768,0.28551856
The Effect of AI Education on Nursing Student AI Literacy and Anxiety,Albany LaGore|Lindsay Colby|Kristina Sinsabaugh|Claudia Grobbel|Ronald Piscotty,2025,9,NOT Open Access,2025-09-01,,the effect of ai education on nursing student ai literacy and anxiety,9,The Effect of AI Education on Nursing Student AI Literacy and Anxiety.,6,1,0.09926393,0.21979025,0.16917475,0.4070858,0.13922833,0.4070858,0.20690861
Students’ Attitudes Towards Using ChatGPT as a Learning Tool: The Case of the University of Jordan,Aseel O. Ajlouni|Fatima Abd-Alkareem Wahba|Abdallah Salem Almahaireh,2023,118,Open Access,2023-09-20,"This research aims to examine students’ attitudes toward using ChatGPT as a learning tool using a quantitative approach with a descriptive study design. For data collection, researchers have developed attitude measures that utilize the ABC model, which encompasses three components of attitudes (affective, cognitive, and behavioral). The study was conducted among a random sample of 623 undergraduates who enrolled at the University of Jordan, consisting of 476 females and 147 males. The results of the descriptive statistics indicate that there is a high level of positive attitude toward utilizing ChatGPT as a learning tool. Furthermore, the findings confirm moderate affective and high behavioral and cognitive components of attitudes toward using ChatGPT as a learning tool among undergraduate students. A proportion of respondents (73.2%) agreed on the potential ability of ChatGPT to facilitate the learning process. In comparison, 20.7% of the study participants raised apprehensions regarding the precision of the data produced by ChatGPT, while an equivalent percentage (20.7%) reported feeling uncomfortable utilizing the platform; conversely, 14.6% of those surveyed acknowledged experiencing anxiety when unable to access ChatGPT’s services. The results of this study encourage decision-makers and educators at the University of Jordan to incorporate ChatGPT into curricula and instructional practices, considering student concerns and the risk of misuse.",students attitudes towards using chatgpt as a learning tool the case of the university of jordan,118,"Students’ Attitudes Towards Using ChatGPT as a Learning Tool: The Case of the University of Jordan. This research aims to examine students’ attitudes toward using ChatGPT as a learning tool using a quantitative approach with a descriptive study design. For data collection, researchers have developed attitude measures that utilize the ABC model, which encompasses three components of attitudes (affective, cognitive, and behavioral). The study was conducted among a random sample of 623 undergraduates who enrolled at the University of Jordan, consisting of 476 females and 147 males. The results of the descriptive statistics indicate that there is a high level of positive attitude toward utilizing ChatGPT as a learning tool. Furthermore, the findings confirm moderate affective and high behavioral and cognitive components of attitudes toward using ChatGPT as a learning tool among undergraduate students. A proportion of respondents (73.2%) agreed on the potential ability of ChatGPT to facilitate the learning process. In comparison, 20.7% of the study participants raised apprehensions regarding the precision of the data produced by ChatGPT, while an equivalent percentage (20.7%) reported feeling uncomfortable utilizing the platform; conversely, 14.6% of those surveyed acknowledged experiencing anxiety when unable to access ChatGPT’s services. The results of this study encourage decision-makers and educators at the University of Jordan to incorporate ChatGPT into curricula and instructional practices, considering student concerns and the risk of misuse.",3,3,0.35270417,0.40699637,0.22483218,0.14876857,0.3920637,0.40699637,0.305073
Perception Factors of Usefulness and Limitation of ChatGPT that Affect University Students' Intention to Use ChatGPT,Mina Choi|Hye-lan Roh,2023,0,Open Access,2023-10-30,"This study is aimed at finding out how the recognition factors for the usefulness and limitations of ChatGPT affect university students' intention to use.This study conducted a one-month online survey on the usefulness and limitations of ChatGPT among students who participated in an assignment using ChatGPT in an online liberal arts course in the first semester of 2023.Binary logistic regression analysis was performed on 414 valid respondents.The research results are as follows.First, 89.9% of students were willing to use ChatGPT.Students who were willing to use ChatGPT had higher perceptions of usefulness and lower perceptions of limitations compared to students who were not willing to use ChatGPT.Second, among the usability factors of ChatGPT, the likelihood of using ChatGPT increased as people wanted to 'use it as an aid in creating and analyzing basic data when preparing for assignments.Third, among the limitations of ChatGPT, the lower the 'concerns about lack of truthfulness and reliability of the generated data', the more likely it is to use ChatGPT.The results of this study provide implications for the introduction of ChatGPT in university education based on university students' perceptions.",perception factors of usefulness and limitation of chatgpt that affect university students intention to use chatgpt,0,"Perception Factors of Usefulness and Limitation of ChatGPT that Affect University Students' Intention to Use ChatGPT. This study is aimed at finding out how the recognition factors for the usefulness and limitations of ChatGPT affect university students' intention to use.This study conducted a one-month online survey on the usefulness and limitations of ChatGPT among students who participated in an assignment using ChatGPT in an online liberal arts course in the first semester of 2023.Binary logistic regression analysis was performed on 414 valid respondents.The research results are as follows.First, 89.9% of students were willing to use ChatGPT.Students who were willing to use ChatGPT had higher perceptions of usefulness and lower perceptions of limitations compared to students who were not willing to use ChatGPT.Second, among the usability factors of ChatGPT, the likelihood of using ChatGPT increased as people wanted to 'use it as an aid in creating and analyzing basic data when preparing for assignments.Third, among the limitations of ChatGPT, the lower the 'concerns about lack of truthfulness and reliability of the generated data', the more likely it is to use ChatGPT.The results of this study provide implications for the introduction of ChatGPT in university education based on university students' perceptions.",3,3,0.3284329,0.40654594,0.24813364,0.14318682,0.34050104,0.40654594,0.29336005
